Año;GID_2;Provincia;Municipio;Regiones Tarifarias;Distribuidora;Zona;Zona Tarifaria
2024;ARG.22.21_1;Santiago del Estero;Rió Hondo;25;Gasnor;R;Otra
2024;ARG.22.22_1;Santiago del Estero;Rivadavia;25;Gasnor;R;Otra
2024;ARG.22.23_1;Santiago del Estero;Robles;25;Gasnor;R;Otra
2024;ARG.22.24_1;Santiago del Estero;Salavina;25;Gasnor;R;Otra
2024;ARG.22.25_1;Santiago del Estero;San Martín;25;Gasnor;R;Otra
2024;ARG.22.26_1;Santiago del Estero;Sarmiento;25;Gasnor;R;Otra
2024;ARG.22.27_1;Santiago del Estero;Silípica;25;Gasnor;R;Otra
2024;ARG.23.1_1;Tierra del Fuego;Rió Grande;16;CGS;P;Zona Patagónica
2024;ARG.23.2_1;Tierra del Fuego;Ushuaia;16;CGS;P;Zona Patagónica
2024;ARG.24.1_1;Tucumán;Burruyacú;31;Gasnor;R;Otra
2024;ARG.24.2_1;Tucumán;Capital;31;Gasnor;R;Otra
2024;ARG.24.3_1;Tucumán;Chicligasta;31;Gasnor;R;Otra
2024;ARG.24.4_1;Tucumán;Cruz Alta;31;Gasnor;R;Otra
2024;ARG.24.5_1;Tucumán;Famaillá;31;Gasnor;R;Otra
2024;ARG.24.6_1;Tucumán;Graneros;31;Gasnor;R;Otra
2024;ARG.24.7_1;Tucumán;Juan B. Alberdi;31;Gasnor;R;Otra
2024;ARG.24.8_1;Tucumán;La Cocha;31;Gasnor;R;Otra
2024;ARG.24.9_1;Tucumán;Leales;31;Gasnor;R;Otra
2024;ARG.24.10_1;Tucumán;Lules;31;Gasnor;R;Otra
2024;ARG.24.11_1;Tucumán;Monteros;31;Gasnor;R;Otra
2024;ARG.24.12_1;Tucumán;Rió Chico;31;Gasnor;R;Otra
2024;ARG.24.13_1;Tucumán;Simoca;31;Gasnor;R;Otra
2024;ARG.24.14_1;Tucumán;Tafí del Valle;31;Gasnor;R;Otra
2024;ARG.24.15_1;Tucumán;Tafí Viejo;31;Gasnor;R;Otra
2024;ARG.24.16_1;Tucumán;Trancas;31;Gasnor;R;Otra
2024;ARG.24.17_1;Tucumán;Yerba Buena;31;Gasnor;R;Otra
